Year,Event,Trophy,Event Descriptions,Race Label,Finish Place,Club Name,Adj Time,Cox,Bow,2,3,4,5,6,7,Stroke,Coach,Seconds
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 3,2,Marietta College,6:18.803,"Garrett, Declan","Rucker, Kyle","Jones, Carson","Pachete, Nicholas","Rought, Gary","Invernizzi Cuyer, Nicolas Orlando","Campbell, Ryan","Swale, Michael","Harper, Benjamin",,378.803
2025,6,Founders Cup,Men's Masters D 8+ Founders Trophy (50-54) ,Final,3,Potomac Boat Club,6:56.422,"Tompkins, Miranda","Assenza, Salvatore","Malloy, Frederick","Kiernan, Tom","Manfredi, Joe",,"Moburg-Jones, Aaron",,"Forrest, Johnny",,416.422
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 1,5,Potomac Boat Club,6:42.168,"Meier, Cameron","Assenza, Salvatore","Forrest, Johnny","Wrenn, Paul","Malloy, Frederick","Mohrman, Michael","Moburg-Jones, Aaron","Jones, Andrew","Menzenski, Joseph",,402.168
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Final A,3,Marina Aquatic Center Junior Rowing,7:27.252,"Chang, Zoe","Burns, Emma","Faynsod, Talia","Nordling, Grace","Marlborough, Mackenzie","Abrahamsen, Sterling","Brazell, Giovanna","Wilson, Dixie","Kingsbury, Erin",,447.252
2025,29,,Men's Youth B 4X,Heat 1,5,Long Beach Junior Crew,7:11.842,,"Lee, Aidan","Carruth, Connor","Anderson, Austin",,,,,"Rosenberg, Fletcher",,431.842
2025,23,,Men's U16 4X+,Final,2,Long Beach Junior Crew,7:48.455,"Wood, Ryder","Leu, Zackary","Mulvehill, Nicholas","Sulentor, William",,,,,"Aquino, Emmit",,468.455
2025,25,,Men's U17 4X,Prelim,4,Long Beach Junior Crew,7:09.114,,"Guettler, Gavin","Bolton, Harrison","Guan, Vincent",,,,,"Smith, Kenneth",,429.114
2025,79,Copley Cup,Men's Varsity 8+ Copley Collegiate Cup Invitational,Final,4,"Ever Green Boat Club, Inc",6:54.516,,"Heneghan, Colin",,"Levy, Elad","Stanitski, Mike",,"Stevens, Spencer",,,,414.516
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 1,3,"Ever Green Boat Club, Inc",6:38.358,,"Heneghan, Colin",,,"newman, Todd",,"Stevens, Spencer",,,,398.358
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 1,3,University of California - Irvine,6:34.680,"Singh, Aditya","Pusztai, Jackson","Apelgren, Nathan","Crook, Miles","Berry, Jack","Remley, Matthew","Dunn, Gavin","Irvine, Colby","Choi, Jacob",,394.68
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Heat 1,3,Newport Sea Base Rowing,6:21.262,"Costello, Devyn","Soltesz, Troy","Ellersick, Luke","Young, Ezekiel","Knecht, Marlon","Davis, Dylan","Singhal, Lucas","Tabatabai, Neekon","Johnson, Parker",,381.262
2025,82,,Women's DII/DIII/Club Collegiate Novice 8+,Final,6,University of California - Irvine,8:36.906,"alvarez, jeslin","Marshall, Charlotte","Cortes, Larissa","Duarte, Madison","Yin, Isabelle","Jin, Ziqi","VanDenburgh, Emily","Madrid, Sofia","Arevalos, Sahra",,516.906
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final A,1,University of San Diego Alumni,6:06.370,"Vallese, JoAnn","Rioux, Patrice","Frick, Dave","Krum, Steve","Johnson, Berkeley","Fiege-Kollmann, Christer","Gasper, Mike","Nelson, Luke","Killen, Scot",,366.37
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 2,1,University of San Diego Alumni,6:08.149,"Vallese, JoAnn","Rioux, Patrice","Frick, Dave","Krum, Steve","Johnson, Berkeley","Fiege-Kollmann, Christer","Gasper, Mike","Nelson, Luke","Killen, Scot",,368.149
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 4,1,Utah Crew,7:18.377,,"Khor-Brogan, Roisin","Horsley, Tate","Guevara, Elena",,,,,"Hilker, Emily","Canavan, Rob",438.377
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final B,1,San Diego State Rowing,7:29.608,"Ochoa, Valeria","Watt, Rowan",,"Pellegrini, Ethan","Yu, Jonathan","murphy, jack","Ramirez, Diego","Heringer, Daniel","Suder, Crayton",,449.608
2025,1,,Mixed Masters Club 8+,Final A,1,Olden Bears Rowing Club,6:26.546,"Byrd, Jann","Seehusen, Ashley","Nordquist, Sharlene","Harty, Keely","Nelson, Heidi","Nelson, Mark","Nordquist, Matt","Ware, Arthur","Wilson, Andrew",,386.546
2025,19,,ACRA Women's Collegiate 8+ Invitational,Final,3,Loyola Marymount University Crew,7:59.447,"Walker, Natalie","Morad, Kate","Danon, Sydney","Alumbaugh, Kailey","Schafer, Olivia","Lara, Hailey","Davis, Caroline","Johnstone, Marion","Datwyler, Veronica",,479.447
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 2,2,UCLA Rowing,6:35.537,,"McGhee, Colin","Shores, Peter",,"Krebs, Reid",,,,,,395.537
2025,38,,Men's Collegiate Novice B 8+,Prelim,2,UCLA Rowing,7:41.193,,"Grossbard, Emmitt","Patton, Corey","Lee, Elijah","Rash, Justin",,"Brooks, Jalil","Williams, Ian","MEYERS, ZEV",,461.193
2025,38,,Men's Collegiate Novice B 8+,Final A,2,UCLA Rowing,6:59.421,,"Grossbard, Emmitt","Patton, Corey","Lee, Elijah","Rash, Justin",,"Brooks, Jalil","Williams, Ian","MEYERS, ZEV",,419.421
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 4,2,UCLA Rowing,6:17.252,"Dufour, Madeline","Atwell, Matthew","Rands, Pierce","Kenneally, Ian",,"Saari, Gage","Gajar, Toby","Ryan, Nicholas","Ryan, Maximillian",,377.252
2025,16,Susan Francia Cup,Women's Alumnae 8+ Susan Francia Trophy,Final,3,Isla Vista Rowing Club,7:56.223,"Edsall-Lingenfelter, Maisie","Byrne, Erica","Loose, Leila","Vettese, Myrene","Faucher, Lilith","Yang, Pauline","Hansten, Karoliina","Vaughan, Julia","Salinas, Megan",,476.223
2025,8,,Women's Masters Club 4X,Final B,1,Mill Town Rowing,7:42.787,,"Thomson, Cheryl","Stemler, Tricia","Rice-Narusch, Kimberly",,,,,"Raab, Jessica",,462.787
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final B,4,Channel Islands Rowing Club,8:22.054,,"Caliari, Isabella","Stouch, Miera","Laakmann, Sarah",,,,,"Soto, Clover",,502.054
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 1,3,Channel Islands Rowing Club,7:02.594,,"Fischbach, Michael","Moos, Isaac","Vitanza, Zev",,,,,"Totino, Carson",,422.594
2025,87,,Men's Masters 4x Foundation Challenge Dash,Final,2,Newport Sea Base Rowing,2:29.802,,"Ardelean, Ilie","Timms, Richard","Hartley, Bruce",,,,,"clark, matthew",,149.802
2025,72,Jean Jessop Hervey Cup,Men's Youth B 8+ Jean Jessop Hervey Cup,Final B,3,Newport Sea Base Rowing,7:05.305,"Hoeppner, Haileigh","Savage, Colin","Nguyen, Ethan","Avery, Jared","Pan, Junxi","Preston, Michael","Chen, Emil","Duncanson, Garrett","Jong, Joshua",,425.305
2025,65,,Mixed 8+ Survivor Row,EXH,2,Survivor Rowing Network,5:31.145,,"Lowen, Shari","Curan, Mimi","Ousley, Laura","Laskey, Beth","Lehner, Holli","Hirsch, Carissa","Boerm, Devin","Bauer, Marta",,331.145
2025,98,,Marines Exhibition Race,EXH,1,USNT/Marines,3:21.307,,,,,,,,,,,201.307
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 2,3,California Yacht Club,6:55.230,,"Pribe, Richard","Reddy, Kannan","Olsen, Max",,,,,"Lunskis, Konrad",,415.23
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final B,3,California Yacht Club,7:05.182,,"Pribe, Richard","Reddy, Kannan","Olsen, Max",,,,,"Lunskis, Konrad",,425.182
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final A,1,Orange Coast College,6:19.640,"Lowengrub, Hillary","Michaletz, Jacob","Holscher, Luke","Gibbs, Hugh","Zermeno, Chris","Fenn, Caden","Elliott, Evan","Strona, Lucien","Thomson, Noah",,379.64
2025,83,Secretary of the Navy Cup,Men's Collegiate Secretary of the Navy Ltwt 8+,Final,2,University of California - Santa Barbara,7:30.424,"Jayakumar, Tarini Amsavarshini","Harris, Caleb","Vissapragada, Tejas","Basle, Vincent","Sun, Eric","Bayard, Benjamin","Mansbach, Joseph","Walter, George","Little, Carston",,450.424
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Prelim,2,University of California - Santa Barbara,7:20.664,"Hom, Clarissa","Koven, Tilda","Fangio, Madelynn","Lewis, Katelyn","Bayer, Hilary","Workman, Camille","Alden, Marielle","Jaber, Jocelyn","Flaherty, Haley",,440.664
2025,31,Grace Rett Memorial Cup,Women's DII/III/Club Collegiate Varsity 8+ Grace Rett Memorial Cup,Final,2,University of California - Santa Barbara,7:16.992,"Hom, Clarissa","Koven, Tilda","Fangio, Madelynn","Lewis, Katelyn","Bayer, Hilary","Workman, Camille","Alden, Marielle","Jaber, Jocelyn","Flaherty, Haley",,436.992
2025,56,,Women's PR2 2X,Final,0,USRowing,0.000,,"Glorioso, Clarice",,,,,,,"Robinson, Elissa",,0
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Heat 2,3,University of Delaware Men's Crew,6:13.540,"Sill, Kaitlyn","Lamppa, Joshua","Corr, Kevin","Collins, Gabriel","Garrett, Addison","Weber, Brett","Williams, Leo","Dempsey, Jonathan","Ryan, William","Snow, Tristan",373.54
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final B,1,University of Delaware Men's Crew,6:16.552,"Sill, Kaitlyn","Lamppa, Joshua","Corr, Kevin","Collins, Gabriel","Garrett, Addison","Weber, Brett","Williams, Leo","Dempsey, Jonathan","Ryan, William","Snow, Tristan",376.552
2025,18,,ACRA Men's Collegiate 8+ Invitational,Final,2,University of Delaware Men's Crew,6:05.086,"Sill, Kaitlyn","Lamppa, Joshua","Corr, Kevin","Collins, Gabriel","Garrett, Addison","Weber, Brett","Williams, Leo","Dempsey, Jonathan","Ryan, William","Snow, Tristan",365.086
2025,12,Kaboomer Trophy,Men's Masters G 8+ Kaboomer Trophy (65-69),Final,2,Ex Nemo Rowing Club,7:04.487,,"Rogers, Steve","Byrd, William","Whetzle, Patrick","Metras, John","Baker, James","Ives, Ed","Dahl, Jim","Swan, Chris",,424.487
2025,45,,"Men's Masters H, I 8+ (70+)",Final,2,Ex Nemo Rowing Club,8:17.735,,"ALBERTI, JOHN","Spiering, Skip","Hume, Wyatt","Dreissigacker, Peter","Rogers, Steve","Byrd, William","Anderson, Leonard","Ives, Ed",,497.735
2025,76,Stewards Cup,Men's Masters E 8+ Stewards Cup (55-59) ,Final,1,Ex Nemo Rowing Club,6:41.682,,"Baker, James","Browder, William","Dahl, Jim","Metras, John","Kasprzyk, Steve","Ives, Ed","webster, craig","Swan, Chris",,401.682
2025,65,,Mixed 8+ Survivor Row,EXH,1,Survivor Rowing Network,5:09.577,"Parenti, Dale","Ryan, Sue","Nelson, Ashley","Brown, Jacolyn","Peterson, Katie","Braverman, Janet","Nascimento, Megan Do","Martin, Bonnie","Aguilar, allie",,309.577
2025,54,,Mens PR2 2x,Final,0,USRowing,0.000,,"Campbell, Christopher",,,,,,,"Quarry, Chance",,0
2025,19,,ACRA Women's Collegiate 8+ Invitational,Final,1,University of California - Santa Barbara,7:19.865,"Hom, Clarissa","Koven, Tilda","Fangio, Madelynn","Lewis, Katelyn","Bayer, Hilary","Workman, Camille","Alden, Marielle","Jaber, Jocelyn","Flaherty, Haley",,439.865
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Heat 2,1,Orange Coast College,6:18.701,"Lowengrub, Hillary","Michaletz, Jacob","Holscher, Luke","Gibbs, Hugh","Zermeno, Chris","Fenn, Caden","Elliott, Evan","Strona, Lucien","Thomson, Noah",,378.701
2025,38,,Men's Collegiate Novice B 8+,Final A,1,Orange Coast College,6:38.606,"Pence, Evan","Stuart, Jordan","Blagoi, Vincent","Thom, Rob","Gilmer, Tanner","Marcoux, Brayden","Kalsi, Giaan","Miller, Colin","Rodriguez, Andres",,398.606
2025,38,,Men's Collegiate Novice B 8+,Prelim,1,Orange Coast College,6:41.397,"Pence, Evan","Stuart, Jordan","Blagoi, Vincent","Thom, Rob","Gilmer, Tanner","Marcoux, Brayden","Kalsi, Giaan","Miller, Colin","Rodriguez, Andres",,401.397
2025,98,,Marines Exhibition Race,EXH,2,USNT/Marines,3:24.520,,,,,,,,,,,204.52
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Final B,2,Arizona Junior Rowing Inc.,8:34.064,"Yparraguirre, Ava","Boyle, Ella","Baker, Ella","Carbajal, Sofia","Wand, Baylor","Karlen, Natalie","Robaina, Sophie","Alcaraz Cinco, Shelsia","Castro, Isabella","Stricklin, Geoffrey",514.064
2025,6,Founders Cup,Men's Masters D 8+ Founders Trophy (50-54) ,Final,4,Ex Nemo Rowing Club,6:59.162,"Cheng, Stephen",,,"Mets, Anthony","Walsh, Scott","Kasprzyk, Steve","Browder, William","webster, craig","Swan, Chris",,419.162
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Final B,3,Arizona Junior Rowing Inc.,8:13.665,,"Dentz, Norah","Strickbine, Sarah","Erskine, Madailein",,,,,"Papez, Miranda","Stricklin, Geoffrey",493.665
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Final B,5,Channel Islands Rowing Club,7:12.530,,"Fischbach, Michael","Moos, Isaac","Vitanza, Zev",,,,,"Totino, Carson",,432.53
2025,87,,Men's Masters 4x Foundation Challenge Dash,Final,1,Newport Sea Base Rowing,1:59.786,,"Brown, Win","Johnston, Don","Taylor, Derek",,,,,"Ostrow, Drew",,119.786
2025,25,,Men's U17 4X,Final,1,Newport Sea Base Rowing,6:46.812,,"Alanouf, John","Depiereux, Linus Depiereux","Rocha, Isaac",,,,,"Ranney, Colby",,406.812
2025,25,,Men's U17 4X,Prelim,1,Newport Sea Base Rowing,6:42.053,,"Alanouf, John","Depiereux, Linus Depiereux","Rocha, Isaac",,,,,"Ranney, Colby",,402.053
2025,21,Rose Cup,Men's U16 8+ Rose Cup,Prelim,3,Newport Sea Base Rowing,6:38.452,"Ceurvorst, Ava","Lu, Justin","Kim, Alexander","McDermott, Dylan","Pflueger, Philip","Walker, Jake","Liu, Shiyao","Lu, Eric","Nguyen, Holden",,398.452
2025,17,Michael Lehman Alumni Trophy,Men's Alumni 8+,Flight 2,1,Isla Vista Rowing Club,6:19.947,"Morales, Alivia","Petit, Finley","Hudson, Kenneth","Galus, Adam",,,"Grant, Ryan","McColm-de Jong, Jack","Loranger, Justin",,379.947
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Heat 1,1,RCA Alumni Association,6:05.398,"Pankratz, Jack","Hardy, Paul","Cherwinski, Robert","Lesnau, Roman","Chataway, Harold","Monckton, Phillip","LaForme, Mel","Frisch, Steve","Forgeron, Michael",,365.398
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final A,2,RCA Alumni Association,6:06.375,"Pankratz, Jack","Hardy, Paul","Cherwinski, Robert","Lesnau, Roman","Chataway, Harold","Monckton, Phillip","LaForme, Mel","Frisch, Steve","Forgeron, Michael",,366.375
2025,18,,ACRA Men's Collegiate 8+ Invitational,Final,1,UCLA Rowing,6:01.409,"Dufour, Madeline","Atwell, Matthew","Rands, Pierce","Kenneally, Ian","Sinha, Arun","Saari, Gage","Gajar, Toby","Ryan, Nicholas","Ryan, Maximillian",,361.409
2025,83,Secretary of the Navy Cup,Men's Collegiate Secretary of the Navy Ltwt 8+,Final,1,UCLA Rowing,6:45.354,"Campo Martins, Maria","Murphy, Dillon","Rabinowitz, Ronen","Root, Christopher","Herro, Joseph","Foster, Jackson","Ray, Dante","Cowger, Zachary","Deverell, Wyatt",,405.354
2025,67,,Women's Youth 8+,Final B,1,TBC Racing,7:38.290,"Ferris-Artiga, Mia","Johnson, Merit","Bartos, Elizabeth","Corbett, Keegan","Hooff, Olivia","Anderson, Harper","Smith, Ella","Schechter, Leah","Davis, Julianna","Russell, Charles",458.29
2025,68,San Diego Rowing Club Cup,Men's Youth 8+ San Diego Rowing Club Cup,Final B,3,TBC Racing,7:10.142,"Vij, Amira","Hudson, John","Waters, Robert","Perkins, Isaac","Cho, Waden","Ramachandran, Arjun","hamilton-rohe, Jacob","Abbatiello, Leal","Spellacy-Urken, Malikai","Coker, Hunter",430.142
2025,81,,Women's DII/DIII/Club Collegiate 4+,Final,1,San Diego State Rowing,8:17.246,"DiProfio, Diana","Colbert, Kendall","Provencio, Daniella","Ross, Samantha",,,,,"Nelson, Taylor",,497.246
2025,78,Coach Del Beekley Volunteer Trophy,Men's Masters C 8+ Coach Del Beekley Volunteer Cup (43-49) ,Final,2,Unaffiliated (USA),6:31.694,"Powell, Whitney","Gagliano, Charlie","Morelli, Peter","Cook, Shon","Keister, Thomas","Stephenson, Shawn","Muffelman, Matt","Wolf, Sean","Tucker, Steve",,391.694
2025,45,,"Men's Masters H, I 8+ (70+)",Final,1,University of San Diego Alumni,7:48.633,"MURPHY, FIONA","Yocum, Richard","Anderson, Chris","Stormberg, Mark","Stevens, Eric","Estes, Steve","Oemcke, Mark","Cook, Ernest","Barnes, Graham",,468.633
2025,28,,Women's Youth B 4X,Final B,2,Utah Crew,8:17.443,,"Maughan, Emily","Parker, Katherine","Anderson, Elizabeth",,,,,"Englund, Regina","Canavan, Rob",497.443
2025,74,Fred and Patricia Rickon Memorial Trophy,Women's Masters B 8+ Fred and Patricia Rickon Memorial Cup (36-42) ,Final,2,University of San Diego Alumni,7:22.454,"Vallese, JoAnn",,"Coffren-Barton, Marie",,"Persley, Katie","Palmer, Kira","McIntyre, Emma",,,,442.454
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 4,4,Capital Crew,8:37.109,,"McGrath, Joss","Mounts, Allyson","krueger, catherine",,,,,"Sands, Megan",,517.109
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Final A,1,University of Texas Austin,6:19.318,"Werner, Amy","Grey, Imogen","Searle, Lucy","Dawson, Abigail Louise","Wise, Phoebe","Alton, Alexandria","Van der Wal, Marg","Boone, Elisabeth","Holderness, Sue",,379.318
2025,30,Jessop-Whittier Cup,Women's Varsity 8+ Jessop-Whittier/Cal  Cup Collegiate Invitational,Heat 1,1,University of Texas Austin,6:14.742,"Werner, Amy","Grey, Imogen","Searle, Lucy","Dawson, Abigail Louise","Wise, Phoebe","Alton, Alexandria","Van der Wal, Marg","Boone, Elisabeth","Holderness, Sue",,374.742
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Heat 1,1,University of Texas Austin,7:15.177,"Barnhart, Ava","Asvesta, Ioanna","Nordheim, Katherine","Colbran, Jessica",,,,,"Rodriguez, Ellie",,435.177
2025,34,Karen Plumleigh Cortney Memorial Cup,Women's Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,Final A,2,University of Texas Austin,7:07.209,"Barnhart, Ava","Asvesta, Ioanna","Nordheim, Katherine","Colbran, Jessica",,,,,"Rodriguez, Ellie",,427.209
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Heat 1,1,University of Texas Austin,6:35.182,"williams, emma","Garrison, Anna","Davis, Holly","Gleed, Amelia","Jerome, Savanna","Kooyers, Taryn","Robinson, Phoebe","Becher, Paula","Luke, Rhiannon",,395.182
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Final A,1,University of Texas Austin,6:29.739,"williams, emma","Garrison, Anna","Davis, Holly","Gleed, Amelia","Jerome, Savanna","Kooyers, Taryn","Robinson, Phoebe","Becher, Paula","Luke, Rhiannon",,389.739
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Prelim,1,University of Texas Austin,6:34.843,"Orsic, Evelyn","Thiermann, Daniela","Dessouky, Salma","Muirhead, Aubrey","Howe, Yasmin","Cooper, Chloe","McFarlane, Lucy","Semien, Katelyn","Rollins, Alexandra",,394.843
2025,41,Carley Copley Cup,Women's Open 8+ Carley Copley Cup,Final A,1,University of Texas Austin,6:44.655,"Orsic, Evelyn","Thiermann, Daniela","Dessouky, Salma","Muirhead, Aubrey","Howe, Yasmin","Cooper, Chloe","McFarlane, Lucy","Semien, Katelyn","Rollins, Alexandra",,404.655
2025,11,Oarlock Trophy,Men's Masters F 8+ Grand Masters Oarlock Trophy (60-64) ,Final,1,University of San Diego Alumni,6:46.546,"Vallese, JoAnn","Kapicka, Milos","Killen, Scot","Nelson, Luke","Bea, Jaime","Fiege-Kollmann, Christer","Gasper, Mike","Debever, Steve","Weber, Michael",,406.546
2025,33,Active & Fit Now™ Cal Cup,Men's Collegiate Varsity 8+ Active&Fit Now™ Cal Cup,Final B,4,University of California - Irvine,6:31.713,"Singh, Aditya","Pusztai, Jackson","Apelgren, Nathan","Crook, Miles","Berry, Jack","Remley, Matthew","Dunn, Gavin","Irvine, Colby","Choi, Jacob",,391.713
2025,37,Derek Guelker Memorial Cup,Men's Collegiate Novice 8+ Derek Guelker Memorial Cup,Final B,2,University of California - Irvine,7:41.610,"Plata, Melissa","Gonzalez, Luis","Lin, Maximillian","Whitaker, Joseph","Rolea, Alex","Mangunsong, Bradley","Liu, Oliver","Gonzalez, Eugenio","Gass, William",,461.61
2025,23,,Men's U16 4X+,Prelim,2,Long Beach Junior Crew,7:40.836,"Wood, Ryder","Leu, Zackary","Mulvehill, Nicholas","Sulentor, William",,,,,"Aquino, Emmit",,460.836
2025,27,Joan Ward Memorial Trophy,Men's Youth 4X Joan Ward Memorial Cup,Heat 4,2,Long Beach Junior Crew,6:29.297,,"Westernoff, Tallis","Josephbek, Matthew","Schaidle, River",,,,,"Roudabush, Mason",,389.297
2025,29,,Men's Youth B 4X,Final B,3,Long Beach Junior Crew,7:31.805,,"Lee, Aidan","Carruth, Connor","Anderson, Austin",,,,,"Rosenberg, Fletcher",,451.805
2025,71,ZLAC Rowing Club Cup,Women's Youth B 8+ ZLAC Rowing Club Cup,Final B,3,Marina Aquatic Center Junior Rowing,7:51.764,"Altman, Hannah","Tucker, Suhailah","Cherry, Caitlyn","Zelenovic, Macy","Welch, Frankie","Lenz, Riley","Shannon, Sky","Stuart, Shannon","Curtes, Margaux",,471.764
2025,69,Referee Cup,Women's U17 8+ Referee Cup,Heat 2,1,Marina Aquatic Center Junior Rowing,7:16.087,"Chang, Zoe","Burns, Emma","Faynsod, Talia","Nordling, Grace","Marlborough, Mackenzie","Abrahamsen, Sterling","Brazell, Giovanna","Wilson, Dixie","Kingsbury, Erin",,436.087
2025,26,Concept2 Trophy,Women's Youth 4X Concept2 Trophy,Heat 3,3,Long Beach Junior Crew,7:42.264,,"Brown, Sierra","Chang, Ashley","Conboy, Maeve",,,,,"Leshney, Nora",,462.264
2025,16,Susan Francia Cup,Women's Alumnae 8+ Susan Francia Trophy,Final,2,University of Southern California,7:07.653,"Cooper-Squires, Eden","panek, sarah","Bogert, Sophia","Brast, Ingrid","Slivina, Anastasiia","Schneider, Marliis","Alttoa, Grete","Cabula, Claudia","Van de Grift, Jenna",,427.653
2025,5,,Women's Masters D 8+ (50-54),Final,1,Toronto Sculling Club,7:33.965,"Myler, Katharine","Ainley, Kelley","Cochrane-Brink, Katherine","Brooks, Tracy","Hunter, Tara","Taylor, Elizabeth","Ellis, Jeany","Black, Tracey","Roman, Marisha",,453.96500000000003
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Final A,1,Toronto Sculling Club,6:53.827,"Myler, Katharine","Ainley, Kelley","Cochrane-Brink, Katherine","Brooks, Tracy","Hunter, Tara","Taylor, Elizabeth","Ellis, Jeany","Black, Tracey","Roman, Marisha",,413.827
2025,44,Thalia Kelly Considine Cup,Women's Masters Club Champ 8+ Thalia Kelly Considine Cup,Heat 1,1,Toronto Sculling Club,6:56.902,"Myler, Katharine","Ainley, Kelley","Cochrane-Brink, Katherine","Brooks, Tracy","Hunter, Tara","Taylor, Elizabeth","Ellis, Jeany","Black, Tracey","Roman, Marisha",,416.902
2025,43,Coronado Cays Realty Cup,Men's Masters Club Champ 8+ Coronado Cays Realty Cup,Final B,2,Potomac Boat Club,7:08.780,"Meier, Cameron","Assenza, Salvatore","Forrest, Johnny","Wrenn, Paul","Malloy, Frederick","Mohrman, Michael","Moburg-Jones, Aaron","Jones, Andrew","Menzenski, Joseph",,428.78
2025,47,,Mens PR3 Inc 2x,Final,1,Texas Rowing Center,7:52.658,,"Cone, Jeffrey",,,,,,,"Mu, Hanxiang",,472.658
2025,7,,Men's Masters Club 4X,Final,1,Texas Rowing Center,6:09.569,,"McDonough, Patrick","Gates, Ken","Knifton, Matthew",,,,,"Savage, Jason",,369.569
2025,7,,Men's Masters Club 4X,Heat 1,1,Texas Rowing Center,6:33.115,,"McDonough, Patrick","Gates, Ken","Knifton, Matthew",,,,,"Savage, Jason",,393.115
2025,35,Jackie Ann Stitt Hungness Memorial Cup,Women's Collegiate 2V 8+ Jackie Ann Stitt Hungness Trophy,Final B,1,Sacramento State,7:30.882,"Pantega, Corey","Macias, Katherine","Doddridge, Emma","Francia, Dailyn","Fehd, Britain","Okam, Amaka","Smith, Madison","Zanni, Olivia","Glaser, Gabriella",,450.882
2025,14,Cathy Kemper Cup,Women's Masters G 8+ Cathy Kemper Cup (65-69),Final,1,Long Beach Rowing Association,7:44.384,"Liberovsky, Anna","Kolling, Colleen","PERROT, MARY","Frykman, Helen","Chamberlain, Carrie",,"Cowles, Deborah",,,,464.384
2025,77,Margi Fetter Graham Cup,Women's Masters C 8+ Margi Fetter Graham Trophy (43-49),Final,4,Lake Union Crew,7:31.313,"Alston, Bryan","Sternberg, Kristin","Weismann, Madeline","Grein, Margaret","Berner-Hays, Rachel","Snodgrass, Sarah","Kaarbo, Jessica","Hein, Nicole","Berner-Hays, Amy",,451.313
2025,8,,Women's Masters Club 4X,Final B,0,"Community Rowing, Inc.",0.000,,"Carlson, Madeline","Saalau, Susanne","SAARELA, CATHERINE",,,,,,"SAARELA, CATHERINE",0
2025,2,,Mixed Masters Intermediate Club 8+,Final,1,Los Angeles Rowing Club,8:00.041,"Cherry, Sloane","BALLARO, Marisol","Bonito, Susan","Wheaton, Elizabeth","Seiter, Joy","Mohamedaly, Omar","Bull, Stuart","Edgar, Charlie","Dewey, Craig",,480.041
